,Thrombin,Diameter,Length,Branch,Arch,Rigid,Entry,Flowrate
1198,0nihu,3.23,8.88,descending,model1,0,left,af
1199,0nihu,3.04,8.09,descending,model1,0,left,af
1200,0nihu,2.76,4.28,descending,model1,0,right,af
1201,0nihu,2.97,8.01,descending,model1,0,right,af
1202,0nihu,4.61,8.01,rsub,model1,0,right,af
1203,0nihu,3.59,5.3,rcca,model1,0,right,af
1204,0nihu,3.48,12.37,descending,model1,0,right,af
1205,0nihu,3.57,4.83,descending,model1,0,right,af
1206,0nihu,2.4,5.28,descending,model1,0,right,af
1207,0nihu,3.32,4.2,descending,model1,0,right,af
1208,0nihu,3.85,9.87,descending,model1,0,right,af
1209,0nihu,3.67,8.99,rsub,model1,0,right,af
1210,0nihu,3.52,6.04,descending,model1,0,centre,af
1211,0nihu,3.6,7.78,descending,model1,0,centre,af
1212,0nihu,3.98,9.27,descending,model1,0,centre,af
1213,0nihu,4.15,4.43,descending,model1,0,centre,af
1214,0nihu,3.9,6.02,descending,model1,0,centre,af
1215,0nihu,2.73,4.55,lsub,model1,0,centre,af
1216,0nihu,2.86,9.85,descending,model1,0,centre,af
1217,0nihu,2.93,8.45,descending,model1,0,centre,af
1218,0nihu,3.0,8.02,rsub,model1,0,centre,af
1219,0nihu,3.49,9.95,descending,model1,0,centre,af
1220,0nihu,3.36,6.88,descending,model1,0,left,af
1221,0nihu,4.07,8.74,descending,model1,0,left,af
1222,0nihu,2.36,7.58,descending,model1,0,left,af
1223,0nihu,4.72,4.78,descending,model1,0,left,af
1224,0nihu,3.84,8.99,descending,model1,0,left,af
1225,0nihu,3.74,2.41,descending,model1,0,left,af
1226,0nihu,3.54,5.28,rsub,model1,0,left,af
1227,0nihu,4.48,7.38,descending,model1,0,left,af
1228,0nihu,3.5,9.68,descending,model1,0,left,af
1229,0nihu,3.14,10.86,descending,model1,0,left,af
1230,0nihu,4.36,6.49,descending,model1,0,left,af
1231,0nihu,5.36,7.9,descending,model1,0,left,af
1232,0nihu,4.06,8.7,descending,model1,0,left,af
1233,0nihu,2.94,7.39,lsub,model1,0,left,af
1234,0nihu,4.57,5.67,descending,model1,0,left,af
1235,0nihu,2.72,7.06,lcca,model1,0,left,af
1236,0nihu,4.42,7.69,descending,model1,0,left,af
1237,0nihu,3.33,6.94,descending,model1,0,left,af
1238,0nihu,2.41,8.45,rcca,model1,0,left,af
1239,0nihu,5.2,6.9,descending,model1,0,left,af
1240,0nihu,3.71,6.86,lcca,model1,0,centre,af
1241,0nihu,4.19,7.82,descending,model1,0,centre,af
1242,0nihu,4.76,7.81,descending,model1,0,centre,af
1243,0nihu,3.53,8.07,descending,model1,0,centre,af
1244,0nihu,3.91,8.39,lsub,model1,0,centre,af
1245,0nihu,4.31,5.84,rsub,model1,0,centre,af
1246,0nihu,3.28,5.96,rcca,model1,0,centre,af
1247,0nihu,3.1,9.74,descending,model1,0,centre,af
1248,0nihu,2.94,12.34,lcca,model1,0,centre,af
1249,0nihu,4.74,11.92,lcca,model1,0,centre,af
1250,0nihu,3.39,7.3,descending,model1,0,right,af
1251,0nihu,2.45,10.08,descending,model1,0,right,af
1252,0nihu,2.64,7.48,descending,model1,0,right,af
1253,0nihu,3.61,9.78,descending,model1,0,right,af
1254,0nihu,3.16,6.98,descending,model1,0,right,af
1255,0nihu,4.38,5.62,descending,model1,0,right,af
1256,0nihu,3.58,9.44,lcca,model1,0,right,af
1257,0nihu,3.04,5.09,descending,model1,0,right,af
1258,0nihu,4.8,10.39,descending,model1,0,right,af
1259,0nihu,3.29,8.86,descending,model1,0,right,af
1260,0nihu,3.71,8.68,lcca,model1,0,left,af
1261,0nihu,4.43,8.98,lsub,model1,0,left,af
1262,0nihu,3.85,7.43,descending,model1,0,left,af
1263,0nihu,4.57,8.51,descending,model1,0,left,af
1264,0nihu,4.72,8.18,descending,model1,0,left,af
1265,0nihu,4.37,9.01,rcca,model1,0,left,af
1266,0nihu,5.1,6.31,descending,model1,0,left,af
1267,0nihu,4.26,6.34,lsub,model1,0,left,af
1268,0nihu,2.67,9.74,descending,model1,0,left,af
1269,0nihu,3.7,5.87,lsub,model1,0,left,af
1270,0nihu,3.59,7.46,rcca,model1,0,centre,af
1271,0nihu,5.25,7.54,lcca,model1,0,centre,af
1272,0nihu,3.91,11.97,descending,model1,0,centre,af
1273,0nihu,3.26,3.66,descending,model1,0,centre,af
1274,0nihu,3.43,6.48,rsub,model1,0,centre,af
1275,0nihu,4.15,2.97,descending,model1,0,centre,af
1276,0nihu,4.03,7.71,descending,model1,0,centre,af
1277,0nihu,3.53,6.91,lsub,model1,0,centre,af
1278,0nihu,4.82,11.09,descending,model1,0,centre,af
1279,0nihu,4.06,6.78,lsub,model1,0,centre,af
1280,0nihu,3.48,7.76,descending,model1,0,right,af
1281,0nihu,3.63,8.18,descending,model1,0,right,af
1282,0nihu,5.31,10.17,descending,model1,0,right,af
1283,0nihu,3.6,10.8,descending,model1,0,right,af
1284,0nihu,3.87,7.07,lcca,model1,0,right,af
1285,0nihu,3.08,8.1,rsub,model1,0,right,af
1286,0nihu,3.1,6.65,descending,model1,0,right,af
1287,0nihu,4.0,5.26,descending,model1,0,right,af
1288,0nihu,5.16,4.92,descending,model1,0,right,af
1289,0nihu,5.99,7.28,descending,model1,0,right,af
